kabupaten,forecast_week,predicted_cases
SungaiPenuh,2024-01-09,0
SungaiPenuh,2024-01-16,0
SungaiPenuh,2024-01-23,0
Supiori,2024-01-02,0
Supiori,2024-01-09,0
Supiori,2024-01-16,0
Supiori,2024-01-23,0
Surabaya,2024-01-02,0
Surabaya,2024-01-09,0
Surabaya,2024-01-16,0
Surabaya,2024-01-23,0
Surakarta,2024-01-02,0
Surakarta,2024-01-09,0
Surakarta,2024-01-16,0
Surakarta,2024-01-23,0
Tabalong,2024-01-02,0
Tabalong,2024-01-09,0
Tabalong,2024-01-16,0
Tabalong,2024-01-23,0
Tabanan,2024-01-02,0
Tabanan,2024-01-09,2
Tabanan,2024-01-16,1
Tabanan,2024-01-23,1
Takalar,2024-01-02,0
Takalar,2024-01-09,3
Takalar,2024-01-16,1
Takalar,2024-01-23,1
Tambrauw,2024-01-02,0
Tambrauw,2024-01-09,0
Tambrauw,2024-01-16,0
Tambrauw,2024-01-23,0
TanaTidung,2024-01-02,0
TanaTidung,2024-01-09,0
TanaTidung,2024-01-16,0
TanaTidung,2024-01-23,0
TanaToraja,2024-01-02,0
TanaToraja,2024-01-09,0
TanaToraja,2024-01-16,0
TanaToraja,2024-01-23,0
TanahBumbu,2024-01-02,0
TanahBumbu,2024-01-09,0
TanahBumbu,2024-01-16,0
TanahBumbu,2024-01-23,0
TanahDatar,2024-01-02,0
TanahDatar,2024-01-09,0
TanahDatar,2024-01-16,1
TanahDatar,2024-01-23,4
TanahLaut,2024-01-02,29
TanahLaut,2024-01-09,0
TanahLaut,2024-01-16,0
TanahLaut,2024-01-23,0
Tangerang,2024-01-02,9
Tangerang,2024-01-09,2
Tangerang,2024-01-16,1
Tangerang,2024-01-23,4
TangerangSelatan,2024-01-02,0
TangerangSelatan,2024-01-09,0
TangerangSelatan,2024-01-16,0
TangerangSelatan,2024-01-23,0
Tanggamus,2024-01-02,0
Tanggamus,2024-01-09,0
Tanggamus,2024-01-16,0
Tanggamus,2024-01-23,0
TanjungJabungB,2024-01-02,0
TanjungJabungB,2024-01-09,0
TanjungJabungB,2024-01-16,0
TanjungJabungB,2024-01-23,0
TanjungJabungT,2024-01-02,0
TanjungJabungT,2024-01-09,0
TanjungJabungT,2024-01-16,0
TanjungJabungT,2024-01-23,0
Tanjungpinang,2024-01-02,0
Tanjungpinang,2024-01-09,0
Tanjungpinang,2024-01-16,0
Tanjungpinang,2024-01-23,0
TapanuliSelatan,2024-01-02,0
TapanuliSelatan,2024-01-09,0
TapanuliSelatan,2024-01-16,0
TapanuliSelatan,2024-01-23,0
TapanuliTengah,2024-01-02,0
TapanuliTengah,2024-01-09,0
TapanuliTengah,2024-01-16,0
TapanuliTengah,2024-01-23,0
TapanuliUtara,2024-01-02,0
TapanuliUtara,2024-01-09,1
TapanuliUtara,2024-01-16,1
TapanuliUtara,2024-01-23,2
Tapin,2024-01-02,18
Tapin,2024-01-09,1
Tapin,2024-01-16,0
Tapin,2024-01-23,0
Tarakan,2024-01-02,0
Tarakan,2024-01-09,0
Tarakan,2024-01-16,0
Tarakan,2024-01-23,0
Tasikmalaya,2024-01-02,9
Tasikmalaya,2024-01-09,1
Tasikmalaya,2024-01-16,2
Tasikmalaya,2024-01-23,1
Tebingtinggi,2024-01-02,0
Tebingtinggi,2024-01-09,0
Tebingtinggi,2024-01-16,0
Tebingtinggi,2024-01-23,0
Tebo,2024-01-02,10
Tebo,2024-01-09,3
Tebo,2024-01-16,1
Tebo,2024-01-23,0
Tegal,2024-01-02,0
Tegal,2024-01-09,0
Tegal,2024-01-16,0
Tegal,2024-01-23,0
TelukBintuni,2024-01-02,0
TelukBintuni,2024-01-09,0
TelukBintuni,2024-01-16,0
TelukBintuni,2024-01-23,0
TelukWondama,2024-01-02,0
TelukWondama,2024-01-09,0
TelukWondama,2024-01-16,0
TelukWondama,2024-01-23,0
Temanggung,2024-01-02,0
Temanggung,2024-01-09,1
Temanggung,2024-01-16,1
Temanggung,2024-01-23,1
Ternate,2024-01-02,0
Ternate,2024-01-09,0
Ternate,2024-01-16,0
Ternate,2024-01-23,0
TidoreKepulauan,2024-01-02,0
TidoreKepulauan,2024-01-09,0
TidoreKepulauan,2024-01-16,0
TidoreKepulauan,2024-01-23,0
TimorTengahSelatan,2024-01-02,0
TimorTengahSelatan,2024-01-09,0
TimorTengahSelatan,2024-01-16,0
TimorTengahSelatan,2024-01-23,0
TimorTengahUtara,2024-01-02,0
TimorTengahUtara,2024-01-09,3
TimorTengahUtara,2024-01-16,1
TimorTengahUtara,2024-01-23,1
TobaSamosir,2024-01-02,19
TobaSamosir,2024-01-09,2
TobaSamosir,2024-01-16,4
TobaSamosir,2024-01-23,9
TojoUna-Una,2024-01-02,0
TojoUna-Una,2024-01-09,3
TojoUna-Una,2024-01-16,0
TojoUna-Una,2024-01-23,1
Toli-Toli,2024-01-02,1
Toli-Toli,2024-01-09,0
Toli-Toli,2024-01-16,0
Toli-Toli,2024-01-23,0
Tolikara,2024-01-02,0
Tolikara,2024-01-09,0
Tolikara,2024-01-16,0
Tolikara,2024-01-23,0
Tomohon,2024-01-02,0
Tomohon,2024-01-09,0
Tomohon,2024-01-16,0
Tomohon,2024-01-23,0
TorajaUtara,2024-01-02,0
TorajaUtara,2024-01-09,0
TorajaUtara,2024-01-16,1
TorajaUtara,2024-01-23,1
Trenggalek,2024-01-02,0
Trenggalek,2024-01-09,1
Trenggalek,2024-01-16,3
Trenggalek,2024-01-23,5
Tual,2024-01-02,0
Tual,2024-01-09,0
Tual,2024-01-16,0
Tual,2024-01-23,0
Tuban,2024-01-02,0
Tuban,2024-01-09,0
Tuban,2024-01-16,0
Tuban,2024-01-23,0
TulangBawangBarat,2024-01-02,0
TulangBawangBarat,2024-01-09,0
TulangBawangBarat,2024-01-16,0
TulangBawangBarat,2024-01-23,0
Tulangbawang,2024-01-02,0
Tulangbawang,2024-01-09,0
Tulangbawang,2024-01-16,0
Tulangbawang,2024-01-23,0
Tulungagung,2024-01-02,0
Tulungagung,2024-01-09,1
Tulungagung,2024-01-16,1
Tulungagung,2024-01-23,1
WadukCirata,2024-01-02,0
WadukCirata,2024-01-09,0
WadukCirata,2024-01-16,0
WadukCirata,2024-01-23,0
WadukKedungombo,2024-01-02,0
WadukKedungombo,2024-01-09,0
WadukKedungombo,2024-01-16,0
WadukKedungombo,2024-01-23,0
Wajo,2024-01-02,0
Wajo,2024-01-09,0
Wajo,2024-01-16,0
Wajo,2024-01-23,0
Wakatobi,2024-01-02,0
Wakatobi,2024-01-09,0
Wakatobi,2024-01-16,0
Wakatobi,2024-01-23,0
Waropen,2024-01-02,0
Waropen,2024-01-09,0
Waropen,2024-01-16,0
Waropen,2024-01-23,0
WayKanan,2024-01-02,0
WayKanan,2024-01-09,0
WayKanan,2024-01-16,0
WayKanan,2024-01-23,1
Wonogiri,2024-01-02,0
Wonogiri,2024-01-09,3
Wonogiri,2024-01-16,3
Wonogiri,2024-01-23,5
Wonosobo,2024-01-02,0
Wonosobo,2024-01-09,3
Wonosobo,2024-01-16,2
Wonosobo,2024-01-23,3
Yahukimo,2024-01-02,0
Yahukimo,2024-01-09,0
Yahukimo,2024-01-16,0
Yahukimo,2024-01-23,0
Yalimo,2024-01-02,0
Yalimo,2024-01-09,0
Yalimo,2024-01-16,0
Yalimo,2024-01-23,0
